timestamp,open,high,low,close,volume
2025-09-27 15:15:00+00:00,2.7746,2.7777,2.774,2.777,395607.4
2025-09-27 15:30:00+00:00,2.7769,2.7847,2.774,2.7822,225691.8
2025-09-27 15:45:00+00:00,2.7823,2.785,2.7815,2.7842,237321.6
2025-09-27 16:00:00+00:00,2.7842,2.7849,2.7789,2.779,314284.3
2025-09-27 16:15:00+00:00,2.7789,2.7837,2.7777,2.7831,317250.8
2025-09-27 16:30:00+00:00,2.783,2.7853,2.7788,2.7788,218157.7
2025-09-27 16:45:00+00:00,2.7789,2.78,2.7747,2.7765,256828.8
2025-09-27 17:00:00+00:00,2.7765,2.7774,2.7691,2.7702,604301.6
2025-09-27 17:15:00+00:00,2.7702,2.7705,2.7628,2.7692,814422.7
2025-09-27 17:30:00+00:00,2.7691,2.7775,2.7678,2.7769,385513.8
2025-09-27 17:45:00+00:00,2.7768,2.7849,2.776,2.7838,486227.4
2025-09-27 18:00:00+00:00,2.7838,2.7862,2.7818,2.7843,688955.7
2025-09-27 18:15:00+00:00,2.7842,2.7867,2.7838,2.7865,435617.3
2025-09-27 18:30:00+00:00,2.7866,2.79,2.7866,2.7887,937139.0
2025-09-27 18:45:00+00:00,2.7887,2.7902,2.7886,2.7902,460570.2
2025-09-27 19:00:00+00:00,2.7902,2.7916,2.7894,2.7897,506090.7
2025-09-27 19:15:00+00:00,2.7897,2.7948,2.7871,2.794,1077925.2
2025-09-27 19:30:00+00:00,2.7939,2.7949,2.7879,2.7883,322201.5
2025-09-27 19:45:00+00:00,2.7883,2.7922,2.7874,2.79,130425.8
2025-09-27 20:00:00+00:00,2.7899,2.7921,2.7877,2.791,180953.9
2025-09-27 20:15:00+00:00,2.7911,2.7977,2.789,2.7976,292890.0
2025-09-27 20:30:00+00:00,2.7977,2.7984,2.7943,2.7966,507792.5
2025-09-27 20:45:00+00:00,2.7966,2.798,2.7944,2.7976,170464.2
2025-09-27 21:00:00+00:00,2.7976,2.7988,2.7881,2.7885,908621.7
2025-09-27 21:15:00+00:00,2.7885,2.7911,2.7874,2.7909,326203.2
2025-09-27 21:30:00+00:00,2.7909,2.7976,2.7905,2.797,241587.0
2025-09-27 21:45:00+00:00,2.7971,2.799,2.7965,2.7981,267126.1
2025-09-27 22:00:00+00:00,2.798,2.8038,2.7972,2.8037,882673.7
2025-09-27 22:15:00+00:00,2.8038,2.8091,2.8037,2.8091,748094.9
2025-09-27 22:30:00+00:00,2.8091,2.8287,2.8086,2.8208,2352080.9
2025-09-27 22:45:00+00:00,2.8207,2.8271,2.8125,2.8188,1158714.7
2025-09-27 23:00:00+00:00,2.8189,2.8263,2.8125,2.8177,626100.0
2025-09-27 23:15:00+00:00,2.8176,2.8196,2.8068,2.8085,711263.9
2025-09-27 23:30:00+00:00,2.8086,2.8128,2.8054,2.8078,363595.7
2025-09-27 23:45:00+00:00,2.8078,2.8112,2.8039,2.8047,326332.5
2025-09-28 00:00:00+00:00,2.8047,2.8074,2.7926,2.795,986705.5
2025-09-28 00:15:00+00:00,2.795,2.8146,2.7917,2.8127,4906386.8
2025-09-28 00:30:00+00:00,2.8126,2.8146,2.7866,2.8059,5382390.6
